,string,x,y
21948,go up  twenty and then move forty-two to the right,42,20
21949,go up  seventy-one and then move sixty-five to the right,65,71
21950,go up  thirty-four and then move thirty-three to the right,33,34
21951,go up  sixty-two and then move ninety-one to the right,91,62
21952,go up  eighty-one and then move eighty-three to the right,83,81
21953,go up  seventy-eight and then move thirty-six to the right,36,78
21954,go up  thirty-nine and then move thirty-eight to the right,38,39
21955,go up  fifty-nine and then move thirty-two to the right,32,59
21956,go up  sixty-three and then move sixty-eight to the right,68,63
21957,go up  ninety-four and then move seventy-four to the right,74,94
21958,go up  eleven and then move twenty to the right,20,11
21959,go up  forty-one and then move one to the right,1,41
21960,go up  ninety-nine and then move thirty-four to the right,34,99
21961,go up  fifty and then move seventy-two to the right,72,50
21962,go up  sixty-one and then move twenty-five to the right,25,61
21963,go up  forty-six and then move thirty to the right,30,46
21964,go up  fifty-four and then move fifty-nine to the right,59,54
21965,go up  forty-eight and then move fifty-four to the right,54,48
21966,go up  sixty-four and then move fifty-two to the right,52,64
21967,go up  twenty-two and then move ninety-seven to the right,97,22
21968,go up  eighty-seven and then move ninety-five to the right,95,87
21969,go up  seventy-six and then move ninety-nine to the right,99,76
21970,go up  sixty-four and then move seventy-four to the right,74,64
21971,go up  seventy-one and then move ninety-nine to the right,99,71
21972,go up  thirty-five and then move fifty-three to the right,53,35
21973,go up  seventy-five and then move sixty-six to the right,66,75
21974,go up  twenty-five and then move fifty-eight to the right,58,25
21975,go up  ninety-seven and then move forty-two to the right,42,97
21976,go up  eighteen and then move eighty-eight to the right,88,18
21977,go up  fifteen and then move two to the right,2,15
21978,go up  twenty-three and then move twenty-seven to the right,27,23
21979,go up  forty-eight and then move sixty-eight to the right,68,48
21980,go up  thirty-two and then move sixty-six to the right,66,32
21981,go up  twenty-eight and then move sixty-six to the right,66,28
21982,go up  fifty-eight and then move sixty-nine to the right,69,58
21983,go up  sixty-seven and then move fifty-two to the right,52,67
21984,go up  ninety-four and then move sixty-eight to the right,68,94
21985,go up  sixty-three and then move thirty-nine to the right,39,63
21986,go up  forty-four and then move thirty-nine to the right,39,44
21987,go up  eleven and then move fifty-five to the right,55,11
21988,go up  sixty and then move twenty-three to the right,23,60
21989,go up  fifty-nine and then move ninety-two to the right,92,59
21990,go up  sixty-three and then move ninety-two to the right,92,63
21991,go up  eighty-seven and then move sixty-four to the right,64,87
21992,go up  twenty-three and then move sixty-seven to the right,67,23
21993,go up  eighty-three and then move seventy-one to the right,71,83
21994,go up  fifty-two and then move twenty-three to the right,23,52
21995,go up  sixty-eight and then move eighty-eight to the right,88,68
21996,go up  eighty-nine and then move twenty to the right,20,89
21997,go up  ten and then move forty to the right,40,10
21998,go up  seventy and then move eighty-nine to the right,89,70
21999,go up  ten and then move sixty-eight to the right,68,10
22000,go down  twenty-three and then move sixty-three to the left,-63,-23
22001,go down  twenty-one and then move fifty-seven to the left,-57,-21
22002,go down  sixty-seven and then move forty to the left,-40,-67
22003,go down  ninety-seven and then move eighty-seven to the left,-87,-97
22004,go down  five and then move fifty-eight to the left,-58,-5
22005,go down  eighty and then move three to the left,-3,-80
22006,go down  eighty-two and then move fourteen to the left,-14,-82
22007,go down  eighty-four and then move sixty-three to the left,-63,-84
22008,go down  thirty-eight and then move ninety-four to the left,-94,-38
22009,go down  fifty-four and then move ten to the left,-10,-54
22010,go down  sixty-two and then move forty-five to the left,-45,-62
22011,go down  eighty-three and then move seventy-one to the left,-71,-83
22012,go down  eighty-nine and then move twelve to the left,-12,-89
22013,go down  eighty-five and then move thirty-nine to the left,-39,-85
22014,go down  thirty-one and then move eight to the left,-8,-31
22015,go down  eighty-nine and then move forty-eight to the left,-48,-89
22016,go down  seventy-seven and then move seventy-two to the left,-72,-77
22017,go down  seventy-three and then move ninety-nine to the left,-99,-73
22018,go down  ninety-nine and then move sixty-eight to the left,-68,-99
22019,go down  seventy-one and then move seventy-one to the left,-71,-71
22020,go down  nineteen and then move forty to the left,-40,-19
22021,go down  thirty-seven and then move sixty to the left,-60,-37
22022,go down  forty-five and then move five to the left,-5,-45
22023,go down  ninety-six and then move eleven to the left,-11,-96
22024,go down  thirty-eight and then move twenty-six to the left,-26,-38
22025,go down  forty-two and then move fifty-five to the left,-55,-42
22026,go down  ninety-nine and then move sixty-one to the left,-61,-99
22027,go down  seventy-eight and then move twenty-eight to the left,-28,-78
22028,go down  twenty-six and then move fifty-one to the left,-51,-26
22029,go down  sixty-two and then move ninety-nine to the left,-99,-62
22030,go down  sixty and then move fifty-one to the left,-51,-60
22031,go down  eighteen and then move four to the left,-4,-18
22032,go down  thirty-two and then move eleven to the left,-11,-32
22033,go down  sixty-one and then move eighty-two to the left,-82,-61
22034,go down  fifty and then move twenty-three to the left,-23,-50
22035,go down  ninety-six and then move ninety to the left,-90,-96
22036,go down  ninety-six and then move eighty to the left,-80,-96
22037,go down  eighty-nine and then move fifteen to the left,-15,-89
22038,go down  forty-five and then move seventy-seven to the left,-77,-45
22039,go down  sixty-seven and then move ninety-one to the left,-91,-67
22040,go down  twenty-seven and then move eleven to the left,-11,-27
22041,go down  thirty-four and then move fifty-eight to the left,-58,-34
22042,go down  fifty-seven and then move sixty-eight to the left,-68,-57
22043,go down  seventy-four and then move one hundred to the left,-100,-74
22044,go down  fifty and then move twenty to the left,-20,-50
22045,go down  four and then move fifty-seven to the left,-57,-4
22046,go down  six and then move five to the left,-5,-6
22047,go down  forty-eight and then move nineteen to the left,-19,-48
22048,go down  eighty-one and then move ten to the left,-10,-81
22049,go down  ninety-five and then move eighty-seven to the left,-87,-95
22050,go down  fifty-three and then move twenty-three to the left,-23,-53
22051,go down  eighty-eight and then move sixty-five to the left,-65,-88
22052,go down  ten and then move thirty-eight to the left,-38,-10
22053,go down  seven and then move seventy-five to the left,-75,-7
22054,go down  thirty-four and then move ninety-nine to the left,-99,-34
22055,go down  sixty-one and then move eighty-two to the left,-82,-61
22056,go down  forty-eight and then move fifty-six to the left,-56,-48
22057,go down  twenty-three and then move ninety-two to the left,-92,-23
22058,go down  sixty-eight and then move forty-six to the left,-46,-68
22059,go down  nine and then move ninety-four to the left,-94,-9
22060,go down  eighty and then move ninety-two to the left,-92,-80
22061,go down  twenty-seven and then move sixty-four to the left,-64,-27
22062,go down  fifty-nine and then move sixty-seven to the left,-67,-59
22063,go down  thirteen and then move twenty-four to the left,-24,-13
22064,go down  ten and then move sixty-seven to the left,-67,-10
22065,go down  sixteen and then move seventy-three to the left,-73,-16
22066,go down  seventy-two and then move sixty-eight to the left,-68,-72
22067,go down  thirty and then move fifteen to the left,-15,-30
22068,go down  ninety-five and then move fourteen to the left,-14,-95
22069,go down  fifty-four and then move thirty-eight to the left,-38,-54
22070,go down  eighty-one and then move seventy-two to the left,-72,-81
22071,go down  four and then move seventy-four to the left,-74,-4
22072,go down  forty-seven and then move thirty-two to the left,-32,-47
22073,go down  nineteen and then move nineteen to the left,-19,-19
22074,go down  one and then move twenty-two to the left,-22,-1
22075,go down  sixty-eight and then move twenty-five to the left,-25,-68
22076,go down  sixty-four and then move twelve to the left,-12,-64
22077,go down  eighty-six and then move fifty-three to the left,-53,-86
22078,go down  nine and then move fifty-three to the left,-53,-9
22079,go down  thirty-three and then move seventy-five to the left,-75,-33
22080,go down  seventy-five and then move fifty-seven to the left,-57,-75
22081,go down  ninety-one and then move ninety-five to the left,-95,-91
22082,go down  forty-one and then move fifty-four to the left,-54,-41
22083,go down  forty-seven and then move twenty to the left,-20,-47
22084,go down  eighty-seven and then move eighty-three to the left,-83,-87
22085,go down  forty-two and then move sixty to the left,-60,-42
22086,go down  ninety-one and then move six to the left,-6,-91
22087,go down  sixty-two and then move four to the left,-4,-62
22088,go down  twenty-four and then move seventy to the left,-70,-24
22089,go down  twenty-four and then move fifteen to the left,-15,-24
22090,go down  ninety-two and then move seventy-eight to the left,-78,-92
22091,go down  one hundred and then move eighty-five to the left,-85,-100
22092,go down  twenty-four and then move ninety-nine to the left,-99,-24
22093,go down  one and then move thirty-seven to the left,-37,-1
22094,go down  ninety-seven and then move forty-three to the left,-43,-97
22095,go down  seventy-eight and then move twenty-one to the left,-21,-78
22096,go down  twenty-nine and then move fourteen to the left,-14,-29
22097,go down  six and then move ninety-six to the left,-96,-6
22098,go down  twenty-six and then move thirty-eight to the left,-38,-26
22099,go down  thirty-two and then move thirty-one to the left,-31,-32
22100,go down  seventy-nine and then move twelve to the left,-12,-79
22101,go down  twenty-nine and then move eighty-five to the left,-85,-29
22102,go down  fifty and then move ten to the left,-10,-50
22103,go down  three and then move twenty-two to the left,-22,-3
22104,go down  twenty-two and then move sixty-nine to the left,-69,-22
22105,go down  eleven and then move sixty-one to the left,-61,-11
22106,go down  sixty-three and then move ten to the left,-10,-63
22107,go down  eight and then move twelve to the left,-12,-8
22108,go down  twenty-seven and then move seven to the left,-7,-27
22109,go down  eighteen and then move forty to the left,-40,-18
22110,go down  sixty-three and then move forty-two to the left,-42,-63
22111,go down  fifty-nine and then move ninety-eight to the left,-98,-59
22112,go down  thirty-six and then move sixteen to the left,-16,-36
22113,go down  seventy-nine and then move forty-one to the left,-41,-79
22114,go down  one and then move sixty-eight to the left,-68,-1
22115,go down  seventy-six and then move eighty-two to the left,-82,-76
22116,go down  seventy-two and then move eighty-five to the left,-85,-72
22117,go down  seventy-six and then move ninety-four to the left,-94,-76
22118,go down  eighty-six and then move fifty to the left,-50,-86
22119,go down  forty-one and then move seven to the left,-7,-41
22120,go down  fifteen and then move sixty-six to the left,-66,-15
22121,go down  twenty-four and then move seventy to the left,-70,-24
22122,go down  eighty-four and then move seven to the left,-7,-84
22123,go down  sixty-three and then move forty-seven to the left,-47,-63
22124,go down  ninety-three and then move ninety-two to the left,-92,-93
22125,go down  twenty-two and then move eighty-three to the left,-83,-22
22126,go down  fourteen and then move fifty-six to the left,-56,-14
22127,go down  twenty-four and then move forty-five to the left,-45,-24
22128,go down  forty-eight and then move twenty-two to the left,-22,-48
22129,go down  seventy-eight and then move sixteen to the left,-16,-78
22130,go down  forty-nine and then move twenty-four to the left,-24,-49
22131,go down  forty-one and then move nine to the left,-9,-41
22132,go down  fifty-eight and then move twenty-two to the left,-22,-58
22133,go down  fifty-one and then move sixty-four to the left,-64,-51
22134,go down  eleven and then move eighty to the left,-80,-11
22135,go down  sixty-two and then move ninety-three to the left,-93,-62
22136,go down  twelve and then move twenty to the left,-20,-12
22137,go down  thirty-three and then move ninety-nine to the left,-99,-33
22138,go down  forty and then move seventy-seven to the left,-77,-40
22139,go down  eighteen and then move eleven to the left,-11,-18
22140,go down  twenty-four and then move sixty-two to the left,-62,-24
22141,go down  eighty-three and then move forty-eight to the left,-48,-83
22142,go down  twenty-five and then move eighty to the left,-80,-25
22143,go down  eleven and then move ninety-eight to the left,-98,-11
22144,go down  twenty-three and then move ninety-five to the left,-95,-23
22145,go down  sixty-nine and then move thirty-five to the left,-35,-69
22146,go down  fifty-one and then move fifty-two to the left,-52,-51
22147,go down  ninety-one and then move twenty-five to the left,-25,-91
22148,go down  eighty and then move sixty-eight to the left,-68,-80
22149,go down  two and then move fifty-one to the left,-51,-2
22150,go down  fifty-five and then move forty-one to the left,-41,-55
22151,go down  seventy-nine and then move forty-one to the left,-41,-79
22152,go down  eighty-seven and then move ninety to the left,-90,-87
22153,go down  twenty-eight and then move six to the left,-6,-28
22154,go down  sixty-four and then move thirty-one to the left,-31,-64
22155,go down  sixty-seven and then move sixty-four to the left,-64,-67
22156,go down  eighty-seven and then move thirty-four to the left,-34,-87
22157,go down  forty-five and then move twenty-three to the left,-23,-45
22158,go down  sixty-one and then move thirty-eight to the left,-38,-61
22159,go down  sixty-nine and then move twenty-one to the left,-21,-69
22160,go down  twenty-one and then move thirty-four to the left,-34,-21
22161,go down  twenty-five and then move seventy to the left,-70,-25
22162,go down  fifty-one and then move ninety-seven to the left,-97,-51
22163,go down  sixty and then move forty-four to the left,-44,-60
22164,go down  ten and then move eighty-five to the left,-85,-10
22165,go down  ninety-six and then move fifty-seven to the left,-57,-96
22166,go down  sixty and then move twenty-five to the left,-25,-60
22167,go down  ninety and then move seventy-five to the left,-75,-90
22168,go down  thirty-five and then move twenty-five to the left,-25,-35
22169,go down  thirty-one and then move fifty-nine to the left,-59,-31
22170,go down  forty-five and then move eighty-three to the left,-83,-45
22171,go down  two and then move ninety-two to the left,-92,-2
22172,go down  sixty-seven and then move ninety-three to the left,-93,-67
22173,go down  two and then move forty to the left,-40,-2
22174,go down  sixteen and then move eight to the left,-8,-16
22175,go down  twelve and then move sixteen to the left,-16,-12
22176,go down  eighty-six and then move seventy-seven to the left,-77,-86
22177,go down  seven and then move forty-two to the left,-42,-7
22178,go down  twenty-seven and then move sixty-two to the left,-62,-27
22179,go down  ninety-two and then move twenty-five to the left,-25,-92
22180,go down  two and then move seventy-one to the left,-71,-2
22181,go down  sixty-two and then move fifty-three to the left,-53,-62
22182,go down  thirty-nine and then move fifty-one to the left,-51,-39
22183,go down  seventy-nine and then move thirty to the left,-30,-79
22184,go down  twenty-four and then move thirty-nine to the left,-39,-24
22185,go down  eighty-seven and then move sixty-five to the left,-65,-87
22186,go down  forty-seven and then move thirty-six to the left,-36,-47
22187,go down  five and then move ninety-eight to the left,-98,-5
22188,go down  thirty and then move sixty-one to the left,-61,-30
22189,go down  forty-three and then move fifty-seven to the left,-57,-43
22190,go down  seventy and then move seventy-nine to the left,-79,-70
22191,go down  fourteen and then move twenty-seven to the left,-27,-14
22192,go down  twelve and then move twenty-three to the left,-23,-12
22193,go down  sixty-five and then move seventy-four to the left,-74,-65
22194,go down  four and then move eighty-four to the left,-84,-4
22195,go down  thirty-one and then move twenty-five to the left,-25,-31
22196,go down  forty-three and then move thirty-six to the left,-36,-43
22197,go down  thirty-six and then move ninety-four to the left,-94,-36
22198,go down  ninety-seven and then move two to the left,-2,-97
22199,go down  ninety and then move seventy-four to the left,-74,-90
22200,go down  thirty and then move forty-three to the left,-43,-30
22201,go down  forty-one and then move twenty-seven to the left,-27,-41
22202,go down  fifty-six and then move sixty-five to the left,-65,-56
22203,go down  seventeen and then move seven to the left,-7,-17
22204,go down  two and then move twenty-eight to the left,-28,-2
22205,go down  seventy-six and then move sixty to the left,-60,-76
22206,go down  ninety-seven and then move ten to the left,-10,-97
22207,go down  eighty-four and then move seventeen to the left,-17,-84
22208,go down  nineteen and then move seventy-one to the left,-71,-19
22209,go down  twenty-six and then move ninety-seven to the left,-97,-26
22210,go down  thirty-seven and then move thirty-seven to the left,-37,-37
22211,go down  seventeen and then move thirty-five to the left,-35,-17
22212,go down  nineteen and then move forty-five to the left,-45,-19
22213,go down  thirty-seven and then move sixty-nine to the left,-69,-37
22214,go down  twenty-three and then move eighty-nine to the left,-89,-23
22215,go down  thirty-seven and then move thirty-three to the left,-33,-37
22216,go down  ninety-seven and then move sixty to the left,-60,-97
22217,go down  ninety-two and then move fifty-five to the left,-55,-92
22218,go down  fifty-one and then move twenty-five to the left,-25,-51
22219,go down  thirty-two and then move twenty-one to the left,-21,-32
22220,go down  seventy-nine and then move eleven to the left,-11,-79
22221,go down  eight and then move eighty-five to the left,-85,-8
22222,go down  thirty-two and then move fifty-one to the left,-51,-32
22223,go down  thirty-three and then move fifty-three to the left,-53,-33
22224,go down  eighty-seven and then move ninety-three to the left,-93,-87
22225,go down  forty-five and then move sixteen to the left,-16,-45
22226,go down  fifty-two and then move ninety-one to the left,-91,-52
22227,go down  eleven and then move forty-four to the left,-44,-11
22228,go down  twenty-three and then move twenty-six to the left,-26,-23
22229,go down  forty-five and then move four to the left,-4,-45
22230,go down  twenty-eight and then move sixty-six to the left,-66,-28
22231,go down  twenty and then move ninety-six to the left,-96,-20
22232,go down  sixteen and then move eighteen to the left,-18,-16
22233,go down  eighteen and then move five to the left,-5,-18
22234,go down  forty-two and then move fifty-one to the left,-51,-42
22235,go down  seventy-eight and then move ninety-six to the left,-96,-78
22236,go down  nineteen and then move sixty-one to the left,-61,-19
22237,go down  three and then move thirteen to the left,-13,-3
22238,go down  four and then move sixty-eight to the left,-68,-4
22239,go down  twenty-seven and then move eight to the left,-8,-27
22240,go down  ninety-two and then move sixty to the left,-60,-92
22241,go down  forty-seven and then move thirty-two to the left,-32,-47
22242,go down  eighty-three and then move ninety-seven to the left,-97,-83
22243,go down  eighty and then move seventeen to the left,-17,-80
22244,go down  three and then move eighty-seven to the left,-87,-3
22245,go down  eighty-seven and then move forty-nine to the left,-49,-87
22246,go down  fifty and then move forty-five to the left,-45,-50
22247,go down  eighty-three and then move fifteen to the left,-15,-83
22248,go down  ten and then move forty-four to the left,-44,-10
22249,go down  twenty-seven and then move seventy-eight to the left,-78,-27
22250,go down  fifty-five and then move eighty-three to the left,-83,-55
22251,go down  twenty-three and then move eighty-four to the left,-84,-23
22252,go down  three and then move eighty-three to the left,-83,-3
22253,go down  seventy-eight and then move fifty-nine to the left,-59,-78
22254,go down  seventy-six and then move forty-nine to the left,-49,-76
22255,go down  two and then move forty-three to the left,-43,-2
22256,go down  fifteen and then move eighty to the left,-80,-15
22257,go down  fifteen and then move fifty-seven to the left,-57,-15
22258,go down  fifty-five and then move forty-nine to the left,-49,-55
22259,go down  thirty-six and then move forty-three to the left,-43,-36
22260,go down  fifty-four and then move seventy-three to the left,-73,-54
22261,go down  one and then move eighty-eight to the left,-88,-1
22262,go down  twenty-eight and then move fifty-one to the left,-51,-28
22263,go down  thirty-seven and then move eighty-five to the left,-85,-37
22264,go down  twenty-three and then move nine to the left,-9,-23
22265,go down  ninety-three and then move thirty-one to the left,-31,-93
22266,go down  twenty-three and then move eight to the left,-8,-23
22267,go down  seventy-five and then move one to the left,-1,-75
22268,go down  nineteen and then move eighty-one to the left,-81,-19
22269,go down  forty and then move fifty-three to the left,-53,-40
22270,go down  thirty-two and then move one to the left,-1,-32
22271,go down  eight and then move seventy to the left,-70,-8
22272,go down  nine and then move twenty-one to the left,-21,-9
22273,go down  sixty-one and then move thirty-seven to the left,-37,-61
22274,go down  forty-nine and then move ninety-four to the left,-94,-49
22275,go down  twenty-one and then move thirty-eight to the left,-38,-21
22276,go down  ninety and then move sixty-five to the left,-65,-90
22277,go down  thirty-three and then move five to the left,-5,-33
22278,go down  seventy-nine and then move nine to the left,-9,-79
22279,go down  eighty-four and then move three to the left,-3,-84
22280,go down  ninety and then move sixty-nine to the left,-69,-90
22281,go down  thirty-three and then move sixty-five to the left,-65,-33
22282,go down  ninety-four and then move fifty-two to the left,-52,-94
22283,go down  twenty-four and then move eighty-seven to the left,-87,-24
22284,go down  one and then move seventy-four to the left,-74,-1
22285,go down  forty-three and then move thirty-two to the left,-32,-43
22286,go down  sixty-two and then move seventeen to the left,-17,-62
22287,go down  fifty-four and then move eighteen to the left,-18,-54
22288,go down  eighty-two and then move forty-seven to the left,-47,-82
22289,go down  fifty and then move seventy-two to the left,-72,-50
22290,go down  sixty-nine and then move sixty-nine to the left,-69,-69
22291,go down  fifty-eight and then move ninety-one to the left,-91,-58
22292,go down  eighty-five and then move forty to the left,-40,-85
22293,go down  ninety-three and then move five to the left,-5,-93
22294,go down  ninety-four and then move seventy-nine to the left,-79,-94
22295,go down  fifty-five and then move forty-four to the left,-44,-55
22296,go down  thirty-seven and then move thirty-six to the left,-36,-37
22297,go down  eighty-two and then move fifty-four to the left,-54,-82
22298,go down  twenty-two and then move thirty-seven to the left,-37,-22
22299,go down  thirty-eight and then move seventy-four to the left,-74,-38
22300,go down  seventy-five and then move forty-eight to the left,-48,-75
22301,go down  twenty-eight and then move thirty to the left,-30,-28
22302,go down  ninety-six and then move fourteen to the left,-14,-96
22303,go down  fifty-eight and then move twenty-one to the left,-21,-58
22304,go down  forty and then move forty-two to the left,-42,-40
22305,go down  eighty-one and then move ninety-four to the left,-94,-81
22306,go down  eighty-two and then move eighty-five to the left,-85,-82
22307,go down  eight and then move thirty-two to the left,-32,-8
22308,go down  eighty-nine and then move thirty-nine to the left,-39,-89
22309,go down  ninety-four and then move fifty to the left,-50,-94
22310,go down  twenty-seven and then move thirty-three to the left,-33,-27
22311,go down  sixty-five and then move seventy-six to the left,-76,-65
22312,go down  eighty-four and then move sixty-one to the left,-61,-84
22313,go down  thirteen and then move one hundred to the left,-100,-13
22314,go down  forty-two and then move twenty-one to the left,-21,-42
22315,go down  eighty-one and then move twenty to the left,-20,-81
22316,go down  seven and then move eighty to the left,-80,-7
22317,go down  eighty-nine and then move sixty-four to the left,-64,-89
22318,go down  eighty-six and then move ninety-six to the left,-96,-86
22319,go down  eighty-four and then move ninety-six to the left,-96,-84
22320,go down  seventy-nine and then move forty to the left,-40,-79
22321,go down  four and then move fifty-three to the left,-53,-4
22322,go down  eighty-three and then move sixty-one to the left,-61,-83
22323,go down  fourteen and then move twenty to the left,-20,-14
22324,go down  thirty-two and then move sixty-three to the left,-63,-32
22325,go down  twenty-one and then move ninety-one to the left,-91,-21
22326,go down  two and then move forty-seven to the left,-47,-2
22327,go down  seventy-seven and then move forty-six to the left,-46,-77
22328,go down  seven and then move sixty-nine to the left,-69,-7
22329,go down  forty-three and then move forty-two to the left,-42,-43
22330,go down  seventy-seven and then move twenty-one to the left,-21,-77
22331,go down  twenty-one and then move two to the left,-2,-21
22332,go down  fourteen and then move eighty-four to the left,-84,-14
22333,go down  thirty-five and then move ninety-one to the left,-91,-35
22334,go down  nine and then move thirty to the left,-30,-9
22335,go down  sixty and then move forty-six to the left,-46,-60
22336,go down  four and then move fifty-three to the left,-53,-4
22337,go down  eighty-five and then move ninety-six to the left,-96,-85
22338,go down  eighty-nine and then move eighty-four to the left,-84,-89
22339,go down  three and then move twenty-six to the left,-26,-3
22340,go down  twenty-eight and then move seventy-eight to the left,-78,-28
22341,go down  eighty and then move sixty-seven to the left,-67,-80
22342,go down  fifty-two and then move twenty-eight to the left,-28,-52
22343,go down  seventy-one and then move forty-six to the left,-46,-71
22344,go down  seventy-six and then move fifty-four to the left,-54,-76
22345,go down  fifty and then move fifty-five to the left,-55,-50
22346,go down  ten and then move thirty to the left,-30,-10
22347,go down  twenty-two and then move forty-seven to the left,-47,-22
22348,go down  ninety-seven and then move ninety-eight to the left,-98,-97
22349,go down  ninety-four and then move four to the left,-4,-94
22350,go down  twenty-six and then move three to the left,-3,-26
22351,go down  fifty-three and then move thirty to the left,-30,-53
22352,go down  forty-six and then move fifty to the left,-50,-46
22353,go down  forty-five and then move eighty-four to the left,-84,-45
22354,go down  seventy and then move fourteen to the left,-14,-70
22355,go down  eighty and then move thirty-six to the left,-36,-80
22356,go down  seventy-seven and then move fifty-five to the left,-55,-77
22357,go down  thirty and then move ninety-six to the left,-96,-30
22358,go down  twenty-three and then move fifty-one to the left,-51,-23
22359,go down  thirty-three and then move twenty-five to the left,-25,-33
22360,go down  seventy-two and then move seventy-seven to the left,-77,-72
22361,go down  sixteen and then move fifty-five to the left,-55,-16
22362,go down  thirty-nine and then move sixty to the left,-60,-39
22363,go down  seventy-five and then move twenty-seven to the left,-27,-75
22364,go down  seventy-seven and then move forty-nine to the left,-49,-77
22365,go down  ninety-six and then move forty-four to the left,-44,-96
22366,go down  forty-three and then move seventy to the left,-70,-43
22367,go down  eighty-one and then move forty-eight to the left,-48,-81
22368,go down  eighty and then move seventy-three to the left,-73,-80
22369,go down  twenty-three and then move forty-four to the left,-44,-23
22370,go down  eighty-four and then move seventeen to the left,-17,-84
22371,go down  eight and then move seventy to the left,-70,-8
22372,go down  ninety-five and then move eighty-eight to the left,-88,-95
22373,go down  fifteen and then move seventy-one to the left,-71,-15
22374,go down  ninety and then move sixty-one to the left,-61,-90
22375,go down  ninety-four and then move forty-eight to the left,-48,-94
22376,go down  twenty and then move eighty-two to the left,-82,-20
22377,go down  twenty and then move forty-one to the left,-41,-20
22378,go down  forty-four and then move ninety-three to the left,-93,-44
22379,go down  eighty-eight and then move eighty-six to the left,-86,-88
22380,go down  seventeen and then move one hundred to the left,-100,-17
22381,go down  sixty-two and then move thirty-four to the left,-34,-62
22382,go down  twenty-six and then move twenty-two to the left,-22,-26
22383,go down  forty-one and then move eleven to the left,-11,-41
22384,go down  eighteen and then move twelve to the left,-12,-18
22385,go down  eighty-three and then move forty-one to the left,-41,-83
22386,go down  thirty-eight and then move six to the left,-6,-38
22387,go down  thirty-two and then move ninety-six to the left,-96,-32
22388,go down  fifty-two and then move ten to the left,-10,-52
22389,go down  eighty-three and then move twenty-seven to the left,-27,-83
22390,go down  fifty-seven and then move fifty to the left,-50,-57
22391,go down  forty-eight and then move one hundred to the left,-100,-48
22392,go down  twenty-five and then move eighty-nine to the left,-89,-25
22393,go down  thirty-two and then move five to the left,-5,-32
22394,go down  fifty-two and then move twenty to the left,-20,-52
22395,go down  eleven and then move thirty-two to the left,-32,-11
22396,go down  eighty and then move seventy-four to the left,-74,-80
22397,go down  fifty-one and then move seven to the left,-7,-51
22398,go down  four and then move sixty-six to the left,-66,-4
22399,go down  four and then move nineteen to the left,-19,-4
22400,go down  twelve and then move forty-four to the left,-44,-12
22401,go down  thirty-nine and then move thirty-five to the left,-35,-39
22402,go down  sixty-six and then move thirteen to the left,-13,-66
22403,go down  fifty-four and then move ninety-seven to the left,-97,-54
22404,go down  nine and then move forty-seven to the left,-47,-9
22405,go down  ninety-four and then move seventy to the left,-70,-94
22406,go down  eighty-seven and then move nine to the left,-9,-87
22407,go down  forty-five and then move seventy-eight to the left,-78,-45
22408,go down  twelve and then move eleven to the left,-11,-12
22409,go down  seventy-two and then move seventeen to the left,-17,-72
22410,go down  sixty-two and then move sixty-six to the left,-66,-62
22411,go down  twenty and then move seventy-two to the left,-72,-20
22412,go down  fifty-nine and then move twenty-four to the left,-24,-59
22413,go down  eighty-four and then move nine to the left,-9,-84
22414,go down  forty-nine and then move four to the left,-4,-49
22415,go down  five and then move eighty to the left,-80,-5
22416,go down  twenty-two and then move fifteen to the left,-15,-22
22417,go down  thirty-one and then move sixty-five to the left,-65,-31
22418,go down  sixty-seven and then move four to the left,-4,-67
22419,go down  sixty and then move twelve to the left,-12,-60
22420,go down  eighty-five and then move ninety-nine to the left,-99,-85
22421,go down  eighty-eight and then move twenty-seven to the left,-27,-88
22422,go down  sixty-one and then move ninety-nine to the left,-99,-61
22423,go down  four and then move sixty-three to the left,-63,-4
22424,go down  forty-seven and then move eighty to the left,-80,-47
22425,go down  sixty-five and then move seventy to the left,-70,-65
22426,go down  sixty and then move thirty-four to the left,-34,-60
22427,go down  fifty-three and then move eighty-seven to the left,-87,-53
22428,go down  ninety-two and then move eighty-seven to the left,-87,-92
22429,go down  thirty-three and then move thirty-eight to the left,-38,-33
22430,go down  ninety-three and then move seventeen to the left,-17,-93
22431,go down  fifty-one and then move thirty to the left,-30,-51
22432,go down  ten and then move ninety-four to the left,-94,-10
22433,go down  seventy-nine and then move forty-six to the left,-46,-79
22434,go down  eighty-eight and then move ninety-nine to the left,-99,-88
22435,go down  eighty-seven and then move sixty-four to the left,-64,-87
22436,go down  ninety-two and then move eighty-three to the left,-83,-92
22437,go down  ninety and then move twenty to the left,-20,-90
22438,go down  thirty-one and then move one hundred to the left,-100,-31
22439,go down  seven and then move thirty to the left,-30,-7
22440,go down  seventy-five and then move fifty-four to the left,-54,-75
22441,go down  seventy-five and then move seventeen to the left,-17,-75
22442,go down  twenty-four and then move ninety-nine to the left,-99,-24
22443,go down  ninety-one and then move ninety-two to the left,-92,-91
22444,go down  thirty and then move forty-two to the left,-42,-30
22445,go down  fifty and then move forty-two to the left,-42,-50
22446,go down  ninety and then move fifty to the left,-50,-90
22447,go down  seventy-three and then move forty to the left,-40,-73
22448,go down  thirty-eight and then move seventy to the left,-70,-38
22449,go down  thirteen and then move twenty to the left,-20,-13
22450,go down  eighty-eight and then move one to the left,-1,-88
22451,go down  seventy-seven and then move eighty-nine to the left,-89,-77
